INT	INT	STRING	INT
1594	557001	魂元·气贯神庭	84571
1595	557002	魂元·气贯神庭	84671
1596	557003	魂元·气贯神庭	86156
1597	557004	魂元·气贯神庭	93741
1598	557005	魂元·气贯神庭	118196
1599	557006	魂元·气贯神庭	179221
1600	557007	魂元·气贯神庭	308476
1601	557008	魂元·气贯神庭	552751
1602	557009	魂元·气贯神庭	977256
1603	558001	魂元·内劲绵绵	84571
1604	558002	魂元·内劲绵绵	84671
1605	558003	魂元·内劲绵绵	86156
1606	558004	魂元·内劲绵绵	93741
1607	558005	魂元·内劲绵绵	118196
1608	558006	魂元·内劲绵绵	179221
1609	558007	魂元·内劲绵绵	308476
1610	558008	魂元·内劲绵绵	552751
1611	558009	魂元·内劲绵绵	977256
1612	559001	魂元·外功罡猛	84571
1613	559002	魂元·外功罡猛	84671
1614	559003	魂元·外功罡猛	86156
1615	559004	魂元·外功罡猛	93741
1616	559005	魂元·外功罡猛	118196
1617	559006	魂元·外功罡猛	179221
1618	559007	魂元·外功罡猛	308476
1619	559008	魂元·外功罡猛	552751
1620	559009	魂元·外功罡猛	977256
1621	560001	魂元·千转柔筋	84571
1622	560002	魂元·千转柔筋	84671
1623	560003	魂元·千转柔筋	86156
1624	560004	魂元·千转柔筋	93741
1625	560005	魂元·千转柔筋	118196
1626	560006	魂元·千转柔筋	179221
1627	560007	魂元·千转柔筋	308476
1628	560008	魂元·千转柔筋	552751
1629	560009	魂元·千转柔筋	977256
1630	561001	魂元·百炼铁骨	84571
1631	561002	魂元·百炼铁骨	84671
1632	561003	魂元·百炼铁骨	86156
1633	561004	魂元·百炼铁骨	93741
1634	561005	魂元·百炼铁骨	118196
1635	561006	魂元·百炼铁骨	179221
1636	561007	魂元·百炼铁骨	308476
1637	561008	魂元·百炼铁骨	552751
1638	561009	魂元·百炼铁骨	977256
1639	562001	魂元·百步穿杨	84571
1640	562002	魂元·百步穿杨	84671
1641	562003	魂元·百步穿杨	86156
1642	562004	魂元·百步穿杨	93741
1643	562005	魂元·百步穿杨	118196
1644	562006	魂元·百步穿杨	179221
1645	562007	魂元·百步穿杨	308476
1646	562008	魂元·百步穿杨	552751
1647	562009	魂元·百步穿杨	977256
1648	563001	魂元·滑不沾衣	84571
1649	563002	魂元·滑不沾衣	84671
1650	563003	魂元·滑不沾衣	86156
1651	563004	魂元·滑不沾衣	93741
1652	563005	魂元·滑不沾衣	118196
1653	563006	魂元·滑不沾衣	179221
1654	563007	魂元·滑不沾衣	308476
1655	563008	魂元·滑不沾衣	552751
1656	563009	魂元·滑不沾衣	977256
1657	564001	魂元·暴猛如焰	84571
1658	564002	魂元·暴猛如焰	84671
1659	564003	魂元·暴猛如焰	86156
1660	564004	魂元·暴猛如焰	93741
1661	564005	魂元·暴猛如焰	118196
1662	564006	魂元·暴猛如焰	179221
1663	564007	魂元·暴猛如焰	308476
1664	564008	魂元·暴猛如焰	552751
1665	564009	魂元·暴猛如焰	977256
1666	565001	魂元·坚韧如岳	84571
1667	565002	魂元·坚韧如岳	84671
1668	565003	魂元·坚韧如岳	86156
1669	565004	魂元·坚韧如岳	93741
1670	565005	魂元·坚韧如岳	118196
1671	565006	魂元·坚韧如岳	179221
1672	565007	魂元·坚韧如岳	308476
1673	565008	魂元·坚韧如岳	552751
1674	565009	魂元·坚韧如岳	977256
1675	566001	魂元·沉冰	84571
1676	566002	魂元·沉冰	84671
1677	566003	魂元·沉冰	86156
1678	566004	魂元·沉冰	93741
1679	566005	魂元·沉冰	118196
1680	566006	魂元·沉冰	179221
1681	566007	魂元·沉冰	308476
1682	566008	魂元·沉冰	552751
1683	566009	魂元·沉冰	977256
1684	567001	魂元·炽火	84571
1685	567002	魂元·炽火	84671
1686	567003	魂元·炽火	86156
1687	567004	魂元·炽火	93741
1688	567005	魂元·炽火	118196
1689	567006	魂元·炽火	179221
1690	567007	魂元·炽火	308476
1691	567008	魂元·炽火	552751
1692	567009	魂元·炽火	977256
1693	568001	魂元·印玄	84571
1694	568002	魂元·印玄	84671
1695	568003	魂元·印玄	86156
1696	568004	魂元·印玄	93741
1697	568005	魂元·印玄	118196
1698	568006	魂元·印玄	179221
1699	568007	魂元·印玄	308476
1700	568008	魂元·印玄	552751
1701	568009	魂元·印玄	977256
1702	569001	魂元·蛊毒	84571
1703	569002	魂元·蛊毒	84671
1704	569003	魂元·蛊毒	86156
1705	569004	魂元·蛊毒	93741
1706	569005	魂元·蛊毒	118196
1707	569006	魂元·蛊毒	179221
1708	569007	魂元·蛊毒	308476
1709	569008	魂元·蛊毒	552751
1710	569009	魂元·蛊毒	977256
1711	601001	真元·勇力	86571
1712	601002	真元·勇力	86671
1713	601003	真元·勇力	88156
1714	601004	真元·勇力	95741
1715	601005	真元·勇力	120196
1716	601006	真元·勇力	181221
1717	601007	真元·勇力	310476
1718	601008	真元·勇力	554751
1719	601009	真元·勇力	979256
1720	602001	真元·灵慧	86571
1721	602002	真元·灵慧	86671
1722	602003	真元·灵慧	88156
1723	602004	真元·灵慧	95741
1724	602005	真元·灵慧	120196
1725	602006	真元·灵慧	181221
1726	602007	真元·灵慧	310476
1727	602008	真元·灵慧	554751
1728	602009	真元·灵慧	979256
1729	603001	真元·厚体	86571
1730	603002	真元·厚体	86671
1731	603003	真元·厚体	88156
1732	603004	真元·厚体	95741
1733	603005	真元·厚体	120196
1734	603006	真元·厚体	181221
1735	603007	真元·厚体	310476
1736	603008	真元·厚体	554751
1737	603009	真元·厚体	979256
1738	604001	真元·气定	86571
1739	604002	真元·气定	86671
1740	604003	真元·气定	88156
1741	604004	真元·气定	95741
1742	604005	真元·气定	120196
1743	604006	真元·气定	181221
1744	604007	真元·气定	310476
1745	604008	真元·气定	554751
1746	604009	真元·气定	979256
1747	605001	真元·迅捷	86571
1748	605002	真元·迅捷	86671
1749	605003	真元·迅捷	88156
1750	605004	真元·迅捷	95741
1751	605005	真元·迅捷	120196
1752	605006	真元·迅捷	181221
1753	605007	真元·迅捷	310476
1754	605008	真元·迅捷	554751
1755	605009	真元·迅捷	979256
1756	606001	真元·血涌丹田	86571
1757	606002	真元·血涌丹田	86671
1758	606003	真元·血涌丹田	88156
1759	606004	真元·血涌丹田	95741
1760	606005	真元·血涌丹田	120196
1761	606006	真元·血涌丹田	181221
1762	606007	真元·血涌丹田	310476
1763	606008	真元·血涌丹田	554751
1764	606009	真元·血涌丹田	979256
1765	607001	真元·气贯神庭	86571
1766	607002	真元·气贯神庭	86671
1767	607003	真元·气贯神庭	88156
1768	607004	真元·气贯神庭	95741
1769	607005	真元·气贯神庭	120196
1770	607006	真元·气贯神庭	181221
1771	607007	真元·气贯神庭	310476
1772	607008	真元·气贯神庭	554751
1773	607009	真元·气贯神庭	979256
1774	608001	真元·内劲绵绵	86571
1775	608002	真元·内劲绵绵	86671
1776	608003	真元·内劲绵绵	88156
1777	608004	真元·内劲绵绵	95741
1778	608005	真元·内劲绵绵	120196
1779	608006	真元·内劲绵绵	181221
1780	608007	真元·内劲绵绵	310476
1781	608008	真元·内劲绵绵	554751
1782	608009	真元·内劲绵绵	979256
1783	609001	真元·外功罡猛	86571
1784	609002	真元·外功罡猛	86671
1785	609003	真元·外功罡猛	88156
1786	609004	真元·外功罡猛	95741
1787	609005	真元·外功罡猛	120196
1788	609006	真元·外功罡猛	181221
1789	609007	真元·外功罡猛	310476
1790	609008	真元·外功罡猛	554751
1791	609009	真元·外功罡猛	979256
1792	610001	真元·千转柔筋	86571
1793	610002	真元·千转柔筋	86671
1794	610003	真元·千转柔筋	88156
1795	610004	真元·千转柔筋	95741
1796	610005	真元·千转柔筋	120196
1797	610006	真元·千转柔筋	181221
1798	610007	真元·千转柔筋	310476
1799	610008	真元·千转柔筋	554751
1800	610009	真元·千转柔筋	979256
1801	611001	真元·百炼铁骨	86571
1802	611002	真元·百炼铁骨	86671
1803	611003	真元·百炼铁骨	88156
1804	611004	真元·百炼铁骨	95741
1805	611005	真元·百炼铁骨	120196
1806	611006	真元·百炼铁骨	181221
1807	611007	真元·百炼铁骨	310476
1808	611008	真元·百炼铁骨	554751
1809	611009	真元·百炼铁骨	979256
1810	612001	真元·百步穿杨	86571
1811	612002	真元·百步穿杨	86671
1812	612003	真元·百步穿杨	88156
1813	612004	真元·百步穿杨	95741
1814	612005	真元·百步穿杨	120196
1815	612006	真元·百步穿杨	181221
1816	612007	真元·百步穿杨	310476
1817	612008	真元·百步穿杨	554751
1818	612009	真元·百步穿杨	979256
1819	613001	真元·滑不沾衣	86571
1820	613002	真元·滑不沾衣	86671
1821	613003	真元·滑不沾衣	88156
1822	613004	真元·滑不沾衣	95741
1823	613005	真元·滑不沾衣	120196
1824	613006	真元·滑不沾衣	181221
1825	613007	真元·滑不沾衣	310476
1826	613008	真元·滑不沾衣	554751
1827	613009	真元·滑不沾衣	979256
1828	614001	真元·暴猛如焰	86571
1829	614002	真元·暴猛如焰	86671
1830	614003	真元·暴猛如焰	88156
1831	614004	真元·暴猛如焰	95741
1832	614005	真元·暴猛如焰	120196
1833	614006	真元·暴猛如焰	181221
1834	614007	真元·暴猛如焰	310476
1835	614008	真元·暴猛如焰	554751
1836	614009	真元·暴猛如焰	979256
1837	615001	真元·坚韧如岳	86571
1838	615002	真元·坚韧如岳	86671
1839	615003	真元·坚韧如岳	88156
1840	615004	真元·坚韧如岳	95741
1841	615005	真元·坚韧如岳	120196
1842	615006	真元·坚韧如岳	181221
1843	615007	真元·坚韧如岳	310476
1844	615008	真元·坚韧如岳	554751
1845	615009	真元·坚韧如岳	979256
1846	616001	真元·沉冰	86571
1847	616002	真元·沉冰	86671
1848	616003	真元·沉冰	88156
1849	616004	真元·沉冰	95741
1850	616005	真元·沉冰	120196
1851	616006	真元·沉冰	181221
1852	616007	真元·沉冰	310476
1853	616008	真元·沉冰	554751
1854	616009	真元·沉冰	979256
1855	617001	真元·炽火	86571
1856	617002	真元·炽火	86671
1857	617003	真元·炽火	88156
1858	617004	真元·炽火	95741
1859	617005	真元·炽火	120196
1860	617006	真元·炽火	181221
1861	617007	真元·炽火	310476
1862	617008	真元·炽火	554751
1863	617009	真元·炽火	979256
1864	618001	真元·印玄	86571
1865	618002	真元·印玄	86671
1866	618003	真元·印玄	88156
1867	618004	真元·印玄	95741
1868	618005	真元·印玄	120196
1869	618006	真元·印玄	181221
1870	618007	真元·印玄	310476
1871	618008	真元·印玄	554751
1872	618009	真元·印玄	979256
1873	619001	真元·蛊毒	86571
1874	619002	真元·蛊毒	86671
1875	619003	真元·蛊毒	88156
1876	619004	真元·蛊毒	95741
1877	619005	真元·蛊毒	120196
1878	619006	真元·蛊毒	181221
1879	619007	真元·蛊毒	310476
1880	619008	真元·蛊毒	554751
1881	619009	真元·蛊毒	979256
1882	651001	魂元·勇力	86571
1883	651002	魂元·勇力	86671
1884	651003	魂元·勇力	88156
1885	651004	魂元·勇力	95741
1886	651005	魂元·勇力	120196
1887	651006	魂元·勇力	181221
1888	651007	魂元·勇力	310476
1889	651008	魂元·勇力	554751
1890	651009	魂元·勇力	979256
1891	652001	魂元·灵慧	86571
1892	652002	魂元·灵慧	86671
1893	652003	魂元·灵慧	88156
1894	652004	魂元·灵慧	95741
1895	652005	魂元·灵慧	120196
1896	652006	魂元·灵慧	181221
1897	652007	魂元·灵慧	310476
1898	652008	魂元·灵慧	554751
1899	652009	魂元·灵慧	979256
1900	653001	魂元·厚体	86571
1901	653002	魂元·厚体	86671
1902	653003	魂元·厚体	88156
1903	653004	魂元·厚体	95741
1904	653005	魂元·厚体	120196
1905	653006	魂元·厚体	181221
1906	653007	魂元·厚体	310476
1907	653008	魂元·厚体	554751
1908	653009	魂元·厚体	979256
1909	654001	魂元·气定	86571
1910	654002	魂元·气定	86671
1911	654003	魂元·气定	88156
1912	654004	魂元·气定	95741
1913	654005	魂元·气定	120196
1914	654006	魂元·气定	181221
1915	654007	魂元·气定	310476
1916	654008	魂元·气定	554751
1917	654009	魂元·气定	979256
1918	655001	魂元·迅捷	86571
1919	655002	魂元·迅捷	86671
1920	655003	魂元·迅捷	88156
1921	655004	魂元·迅捷	95741
1922	655005	魂元·迅捷	120196
1923	655006	魂元·迅捷	181221
1924	655007	魂元·迅捷	310476
1925	655008	魂元·迅捷	554751
1926	655009	魂元·迅捷	979256
1927	656001	魂元·血涌丹田	86571
1928	656002	魂元·血涌丹田	86671
1929	656003	魂元·血涌丹田	88156
1930	656004	魂元·血涌丹田	95741
1931	656005	魂元·血涌丹田	120196
1932	656006	魂元·血涌丹田	181221
1933	656007	魂元·血涌丹田	310476
1934	656008	魂元·血涌丹田	554751
1935	656009	魂元·血涌丹田	979256
1936	657001	魂元·气贯神庭	86571
1937	657002	魂元·气贯神庭	86671
1938	657003	魂元·气贯神庭	88156
1939	657004	魂元·气贯神庭	95741
1940	657005	魂元·气贯神庭	120196
1941	657006	魂元·气贯神庭	181221
1942	657007	魂元·气贯神庭	310476
1943	657008	魂元·气贯神庭	554751
1944	657009	魂元·气贯神庭	979256
1945	658001	魂元·内劲绵绵	86571
1946	658002	魂元·内劲绵绵	86671
1947	658003	魂元·内劲绵绵	88156
1948	658004	魂元·内劲绵绵	95741
1949	658005	魂元·内劲绵绵	120196
1950	658006	魂元·内劲绵绵	181221
1951	658007	魂元·内劲绵绵	310476
1952	658008	魂元·内劲绵绵	554751
1953	658009	魂元·内劲绵绵	979256
1954	659001	魂元·外功罡猛	86571
1955	659002	魂元·外功罡猛	86671
1956	659003	魂元·外功罡猛	88156
1957	659004	魂元·外功罡猛	95741
1958	659005	魂元·外功罡猛	120196
1959	659006	魂元·外功罡猛	181221
1960	659007	魂元·外功罡猛	310476
1961	659008	魂元·外功罡猛	554751
1962	659009	魂元·外功罡猛	979256
1963	660001	魂元·千转柔筋	86571
1964	660002	魂元·千转柔筋	86671
1965	660003	魂元·千转柔筋	88156
1966	660004	魂元·千转柔筋	95741
1967	660005	魂元·千转柔筋	120196
1968	660006	魂元·千转柔筋	181221
1969	660007	魂元·千转柔筋	310476
1970	660008	魂元·千转柔筋	554751
1971	660009	魂元·千转柔筋	979256
1972	661001	魂元·百炼铁骨	86571
1973	661002	魂元·百炼铁骨	86671
1974	661003	魂元·百炼铁骨	88156
1975	661004	魂元·百炼铁骨	95741
1976	661005	魂元·百炼铁骨	120196
1977	661006	魂元·百炼铁骨	181221
1978	661007	魂元·百炼铁骨	310476
1979	661008	魂元·百炼铁骨	554751
1980	661009	魂元·百炼铁骨	979256
1981	662001	魂元·百步穿杨	86571
1982	662002	魂元·百步穿杨	86671
1983	662003	魂元·百步穿杨	88156
1984	662004	魂元·百步穿杨	95741
1985	662005	魂元·百步穿杨	120196
1986	662006	魂元·百步穿杨	181221
1987	662007	魂元·百步穿杨	310476
1988	662008	魂元·百步穿杨	554751
1989	662009	魂元·百步穿杨	979256
1990	663001	魂元·滑不沾衣	86571
1991	663002	魂元·滑不沾衣	86671
1992	663003	魂元·滑不沾衣	88156
1993	663004	魂元·滑不沾衣	95741
1994	663005	魂元·滑不沾衣	120196
1995	663006	魂元·滑不沾衣	181221
1996	663007	魂元·滑不沾衣	310476
1997	663008	魂元·滑不沾衣	554751
1998	663009	魂元·滑不沾衣	979256
1999	664001	魂元·暴猛如焰	86571
2000	664002	魂元·暴猛如焰	86671
2001	664003	魂元·暴猛如焰	88156
2002	664004	魂元·暴猛如焰	95741
2003	664005	魂元·暴猛如焰	120196
2004	664006	魂元·暴猛如焰	181221
2005	664007	魂元·暴猛如焰	310476
2006	664008	魂元·暴猛如焰	554751
2007	664009	魂元·暴猛如焰	979256
2008	665001	魂元·坚韧如岳	86571
2009	665002	魂元·坚韧如岳	86671
2010	665003	魂元·坚韧如岳	88156
2011	665004	魂元·坚韧如岳	95741
2012	665005	魂元·坚韧如岳	120196
2013	665006	魂元·坚韧如岳	181221
2014	665007	魂元·坚韧如岳	310476
2015	665008	魂元·坚韧如岳	554751
2016	665009	魂元·坚韧如岳	979256
2017	666001	魂元·沉冰	86571
2018	666002	魂元·沉冰	86671
2019	666003	魂元·沉冰	88156
2020	666004	魂元·沉冰	95741
2021	666005	魂元·沉冰	120196
2022	666006	魂元·沉冰	181221
2023	666007	魂元·沉冰	310476
2024	666008	魂元·沉冰	554751
2025	666009	魂元·沉冰	979256
2026	667001	魂元·炽火	86571
2027	667002	魂元·炽火	86671
2028	667003	魂元·炽火	88156
2029	667004	魂元·炽火	95741
2030	667005	魂元·炽火	120196
2031	667006	魂元·炽火	181221
2032	667007	魂元·炽火	310476
2033	667008	魂元·炽火	554751
2034	667009	魂元·炽火	979256
2035	668001	魂元·印玄	86571
2036	668002	魂元·印玄	86671
2037	668003	魂元·印玄	88156
2038	668004	魂元·印玄	95741
2039	668005	魂元·印玄	120196
2040	668006	魂元·印玄	181221
2041	668007	魂元·印玄	310476
2042	668008	魂元·印玄	554751
2043	668009	魂元·印玄	979256
2044	669001	魂元·蛊毒	86571
2045	669002	魂元·蛊毒	86671
2046	669003	魂元·蛊毒	88156
2047	669004	魂元·蛊毒	95741
2048	669005	魂元·蛊毒	120196
2049	669006	魂元·蛊毒	181221
2050	669007	魂元·蛊毒	310476
2051	669008	魂元·蛊毒	554751
2052	669009	魂元·蛊毒	979256
