INT	INT	INT	STRING
1257	30111257	21375	鞋子玄抗雕纹7级
1258	30111258	49760	鞋子玄抗雕纹8级
1259	30111259	122840	鞋子玄抗雕纹9级
1260	30111260	247790	鞋子玄抗雕纹10级
1261	30111261	480	鞋子毒抗雕纹1级
1262	30111262	550	鞋子毒抗雕纹2级
1263	30111263	865	鞋子毒抗雕纹3级
1264	30111264	2615	鞋子毒抗雕纹4级
1265	30111265	5660	鞋子毒抗雕纹5级
1266	30111266	11435	鞋子毒抗雕纹6级
1267	30111267	21375	鞋子毒抗雕纹7级
1268	30111268	49760	鞋子毒抗雕纹8级
1269	30111269	122840	鞋子毒抗雕纹9级
1270	30111270	247790	鞋子毒抗雕纹10级
1271	30111271	480	腰带冰抗雕纹1级
1272	30111272	550	腰带冰抗雕纹2级
1273	30111273	865	腰带冰抗雕纹3级
1274	30111274	2615	腰带冰抗雕纹4级
1275	30111275	5660	腰带冰抗雕纹5级
1276	30111276	11435	腰带冰抗雕纹6级
1277	30111277	21375	腰带冰抗雕纹7级
1278	30111278	49760	腰带冰抗雕纹8级
1279	30111279	122840	腰带冰抗雕纹9级
1280	30111280	247790	腰带冰抗雕纹10级
1281	30111281	480	腰带火抗雕纹1级
1282	30111282	550	腰带火抗雕纹2级
1283	30111283	865	腰带火抗雕纹3级
1284	30111284	2615	腰带火抗雕纹4级
1285	30111285	5660	腰带火抗雕纹5级
1286	30111286	11435	腰带火抗雕纹6级
1287	30111287	21375	腰带火抗雕纹7级
1288	30111288	49760	腰带火抗雕纹8级
1289	30111289	122840	腰带火抗雕纹9级
1290	30111290	247790	腰带火抗雕纹10级
1291	30111291	480	腰带玄抗雕纹1级
1292	30111292	550	腰带玄抗雕纹2级
1293	30111293	865	腰带玄抗雕纹3级
1294	30111294	2615	腰带玄抗雕纹4级
1295	30111295	5660	腰带玄抗雕纹5级
1296	30111296	11435	腰带玄抗雕纹6级
1297	30111297	21375	腰带玄抗雕纹7级
1298	30111298	49760	腰带玄抗雕纹8级
1299	30111299	122840	腰带玄抗雕纹9级
1300	30111300	247790	腰带玄抗雕纹10级
1301	30111301	480	腰带毒抗雕纹1级
1302	30111302	550	腰带毒抗雕纹2级
1303	30111303	865	腰带毒抗雕纹3级
1304	30111304	2615	腰带毒抗雕纹4级
1305	30111305	5660	腰带毒抗雕纹5级
1306	30111306	11435	腰带毒抗雕纹6级
1307	30111307	21375	腰带毒抗雕纹7级
1308	30111308	49760	腰带毒抗雕纹8级
1309	30111309	122840	腰带毒抗雕纹9级
1310	30111310	247790	腰带毒抗雕纹10级
1311	30111311	880	护腕减冰抗雕纹1级
1312	30111312	1090	护腕减冰抗雕纹2级
1313	30111313	2035	护腕减冰抗雕纹3级
1314	30111314	7285	护腕减冰抗雕纹4级
1315	30111315	16420	护腕减冰抗雕纹5级
1316	30111316	33745	护腕减冰抗雕纹6级
1317	30111317	63565	护腕减冰抗雕纹7级
1318	30111318	148720	护腕减冰抗雕纹8级
1319	30111319	367960	护腕减冰抗雕纹9级
1320	30111320	654610	护腕减冰抗雕纹10级
1321	30111321	880	护腕减火抗雕纹1级
1322	30111322	1090	护腕减火抗雕纹2级
1323	30111323	2035	护腕减火抗雕纹3级
1324	30111324	7285	护腕减火抗雕纹4级
1325	30111325	16420	护腕减火抗雕纹5级
1326	30111326	33745	护腕减火抗雕纹6级
1327	30111327	63565	护腕减火抗雕纹7级
1328	30111328	148720	护腕减火抗雕纹8级
1329	30111329	367960	护腕减火抗雕纹9级
1330	30111330	654610	护腕减火抗雕纹10级
1331	30111331	880	护腕减玄抗雕纹1级
1332	30111332	1090	护腕减玄抗雕纹2级
1333	30111333	2035	护腕减玄抗雕纹3级
1334	30111334	7285	护腕减玄抗雕纹4级
1335	30111335	16420	护腕减玄抗雕纹5级
1336	30111336	33745	护腕减玄抗雕纹6级
1337	30111337	63565	护腕减玄抗雕纹7级
1338	30111338	148720	护腕减玄抗雕纹8级
1339	30111339	367960	护腕减玄抗雕纹9级
1340	30111340	654610	护腕减玄抗雕纹10级
1341	30111341	880	护腕减毒抗雕纹1级
1342	30111342	1090	护腕减毒抗雕纹2级
1343	30111343	2035	护腕减毒抗雕纹3级
1344	30111344	7285	护腕减毒抗雕纹4级
1345	30111345	16420	护腕减毒抗雕纹5级
1346	30111346	33745	护腕减毒抗雕纹6级
1347	30111347	63565	护腕减毒抗雕纹7级
1348	30111348	148720	护腕减毒抗雕纹8级
1349	30111349	367960	护腕减毒抗雕纹9级
1350	30111350	654610	护腕减毒抗雕纹10级
1351	30111351	880	饰品减冰抗雕纹1级
1352	30111352	1090	饰品减冰抗雕纹2级
1353	30111353	2035	饰品减冰抗雕纹3级
1354	30111354	7285	饰品减冰抗雕纹4级
1355	30111355	16420	饰品减冰抗雕纹5级
1356	30111356	33745	饰品减冰抗雕纹6级
1357	30111357	63565	饰品减冰抗雕纹7级
1358	30111358	148720	饰品减冰抗雕纹8级
1359	30111359	367960	饰品减冰抗雕纹9级
1360	30111360	654610	饰品减冰抗雕纹10级
1361	30111361	880	饰品减火抗雕纹1级
1362	30111362	1090	饰品减火抗雕纹2级
1363	30111363	2035	饰品减火抗雕纹3级
1364	30111364	7285	饰品减火抗雕纹4级
1365	30111365	16420	饰品减火抗雕纹5级
1366	30111366	33745	饰品减火抗雕纹6级
1367	30111367	63565	饰品减火抗雕纹7级
1368	30111368	148720	饰品减火抗雕纹8级
1369	30111369	367960	饰品减火抗雕纹9级
1370	30111370	654610	饰品减火抗雕纹10级
1371	30111371	880	饰品减玄抗雕纹1级
1372	30111372	1090	饰品减玄抗雕纹2级
1373	30111373	2035	饰品减玄抗雕纹3级
1374	30111374	7285	饰品减玄抗雕纹4级
1375	30111375	16420	饰品减玄抗雕纹5级
1376	30111376	33745	饰品减玄抗雕纹6级
1377	30111377	63565	饰品减玄抗雕纹7级
1378	30111378	148720	饰品减玄抗雕纹8级
1379	30111379	367960	饰品减玄抗雕纹9级
1380	30111380	654610	饰品减玄抗雕纹10级
1381	30111381	880	饰品减毒抗雕纹1级
1382	30111382	1090	饰品减毒抗雕纹2级
1383	30111383	2035	饰品减毒抗雕纹3级
1384	30111384	7285	饰品减毒抗雕纹4级
1385	30111385	16420	饰品减毒抗雕纹5级
1386	30111386	33745	饰品减毒抗雕纹6级
1387	30111387	63565	饰品减毒抗雕纹7级
1388	30111388	148720	饰品减毒抗雕纹8级
1389	30111389	367960	饰品减毒抗雕纹9级
1390	30111390	654610	饰品减毒抗雕纹10级
1391	30111391	480	项链冰攻雕纹1级
1392	30111392	550	项链冰攻雕纹2级
1393	30111393	865	项链冰攻雕纹3级
1394	30111394	2615	项链冰攻雕纹4级
1395	30111395	5660	项链冰攻雕纹5级
1396	30111396	11435	项链冰攻雕纹6级
1397	30111397	21375	项链冰攻雕纹7级
1398	30111398	49760	项链冰攻雕纹8级
1399	30111399	122840	项链冰攻雕纹9级
1400	30111400	247790	项链冰攻雕纹10级
1401	30111401	480	项链火攻雕纹1级
1402	30111402	550	项链火攻雕纹2级
1403	30111403	865	项链火攻雕纹3级
1404	30111404	2615	项链火攻雕纹4级
1405	30111405	5660	项链火攻雕纹5级
1406	30111406	11435	项链火攻雕纹6级
1407	30111407	21375	项链火攻雕纹7级
1408	30111408	49760	项链火攻雕纹8级
1409	30111409	122840	项链火攻雕纹9级
1410	30111410	247790	项链火攻雕纹10级
1411	30111411	480	项链玄攻雕纹1级
1412	30111412	550	项链玄攻雕纹2级
1413	30111413	865	项链玄攻雕纹3级
1414	30111414	2615	项链玄攻雕纹4级
1415	30111415	5660	项链玄攻雕纹5级
1416	30111416	11435	项链玄攻雕纹6级
1417	30111417	21375	项链玄攻雕纹7级
1418	30111418	49760	项链玄攻雕纹8级
1419	30111419	122840	项链玄攻雕纹9级
1420	30111420	247790	项链玄攻雕纹10级
1421	30111421	480	项链毒攻雕纹1级
1422	30111422	550	项链毒攻雕纹2级
1423	30111423	865	项链毒攻雕纹3级
1424	30111424	2615	项链毒攻雕纹4级
1425	30111425	5660	项链毒攻雕纹5级
1426	30111426	11435	项链毒攻雕纹6级
1427	30111427	21375	项链毒攻雕纹7级
1428	30111428	49760	项链毒攻雕纹8级
1429	30111429	122840	项链毒攻雕纹9级
1430	30111430	247790	项链毒攻雕纹10级
1431	30111431	480	豪侠印力量雕纹1级
1432	30111432	550	豪侠印力量雕纹2级
1433	30111433	865	豪侠印力量雕纹3级
1434	30111434	2615	豪侠印力量雕纹4级
1435	30111435	5660	豪侠印力量雕纹5级
1436	30111436	11435	豪侠印力量雕纹6级
1437	30111437	21375	豪侠印力量雕纹7级
1438	30111438	49760	豪侠印力量雕纹8级
1439	30111439	122840	豪侠印力量雕纹9级
1440	30111440	247790	豪侠印力量雕纹10级
1441	30111441	480	豪侠印灵气雕纹1级
1442	30111442	550	豪侠印灵气雕纹2级
1443	30111443	865	豪侠印灵气雕纹3级
1444	30111444	2615	豪侠印灵气雕纹4级
1445	30111445	5660	豪侠印灵气雕纹5级
1446	30111446	11435	豪侠印灵气雕纹6级
1447	30111447	21375	豪侠印灵气雕纹7级
1448	30111448	49760	豪侠印灵气雕纹8级
1449	30111449	122840	豪侠印灵气雕纹9级
1450	30111450	247790	豪侠印灵气雕纹10级
1451	30111451	480	豪侠印体力雕纹1级
1452	30111452	550	豪侠印体力雕纹2级
1453	30111453	865	豪侠印体力雕纹3级
1454	30111454	2615	豪侠印体力雕纹4级
1455	30111455	5660	豪侠印体力雕纹5级
1456	30111456	11435	豪侠印体力雕纹6级
1457	30111457	21375	豪侠印体力雕纹7级
1458	30111458	49760	豪侠印体力雕纹8级
1459	30111459	122840	豪侠印体力雕纹9级
1460	30111460	247790	豪侠印体力雕纹10级
1461	30111461	480	豪侠印定力雕纹1级
1462	30111462	550	豪侠印定力雕纹2级
1463	30111463	865	豪侠印定力雕纹3级
1464	30111464	2615	豪侠印定力雕纹4级
1465	30111465	5660	豪侠印定力雕纹5级
1466	30111466	11435	豪侠印定力雕纹6级
1467	30111467	21375	豪侠印定力雕纹7级
1468	30111468	49760	豪侠印定力雕纹8级
1469	30111469	122840	豪侠印定力雕纹9级
1470	30111470	247790	豪侠印定力雕纹10级
1471	30111471	480	豪侠印身法雕纹1级
1472	30111472	550	豪侠印身法雕纹2级
1473	30111473	865	豪侠印身法雕纹3级
1474	30111474	2615	豪侠印身法雕纹4级
1475	30111475	5660	豪侠印身法雕纹5级
1476	30111476	11435	豪侠印身法雕纹6级
1477	30111477	21375	豪侠印身法雕纹7级
1478	30111478	49760	豪侠印身法雕纹8级
1479	30111479	122840	豪侠印身法雕纹9级
1480	30111480	247790	豪侠印身法雕纹10级
1481	30111481	480	豪侠印冰攻雕纹1级
1482	30111482	550	豪侠印冰攻雕纹2级
1483	30111483	865	豪侠印冰攻雕纹3级
1484	30111484	2615	豪侠印冰攻雕纹4级
1485	30111485	5660	豪侠印冰攻雕纹5级
1486	30111486	11435	豪侠印冰攻雕纹6级
1487	30111487	21375	豪侠印冰攻雕纹7级
1488	30111488	49760	豪侠印冰攻雕纹8级
1489	30111489	122840	豪侠印冰攻雕纹9级
1490	30111490	247790	豪侠印冰攻雕纹10级
1491	30111491	480	豪侠印火攻雕纹1级
1492	30111492	550	豪侠印火攻雕纹2级
1493	30111493	865	豪侠印火攻雕纹3级
1494	30111494	2615	豪侠印火攻雕纹4级
1495	30111495	5660	豪侠印火攻雕纹5级
1496	30111496	11435	豪侠印火攻雕纹6级
1497	30111497	21375	豪侠印火攻雕纹7级
1498	30111498	49760	豪侠印火攻雕纹8级
1499	30111499	122840	豪侠印火攻雕纹9级
1500	30111500	247790	豪侠印火攻雕纹10级
1501	30111501	480	豪侠印玄攻雕纹1级
1502	30111502	550	豪侠印玄攻雕纹2级
1503	30111503	865	豪侠印玄攻雕纹3级
1504	30111504	2615	豪侠印玄攻雕纹4级
1505	30111505	5660	豪侠印玄攻雕纹5级
1506	30111506	11435	豪侠印玄攻雕纹6级
1507	30111507	21375	豪侠印玄攻雕纹7级
1508	30111508	49760	豪侠印玄攻雕纹8级
1509	30111509	122840	豪侠印玄攻雕纹9级
1510	30111510	247790	豪侠印玄攻雕纹10级
1511	30111511	480	豪侠印毒攻雕纹1级
1512	30111512	550	豪侠印毒攻雕纹2级
1513	30111513	865	豪侠印毒攻雕纹3级
1514	30111514	2615	豪侠印毒攻雕纹4级
1515	30111515	5660	豪侠印毒攻雕纹5级
1516	30111516	11435	豪侠印毒攻雕纹6级
1517	30111517	21375	豪侠印毒攻雕纹7级
1518	30111518	49760	豪侠印毒攻雕纹8级
1519	30111519	122840	豪侠印毒攻雕纹9级
1520	30111520	247790	豪侠印毒攻雕纹10级
1521	30111521	480	豪侠印冰抗雕纹1级
1522	30111522	550	豪侠印冰抗雕纹2级
1523	30111523	865	豪侠印冰抗雕纹3级
1524	30111524	2615	豪侠印冰抗雕纹4级
1525	30111525	5660	豪侠印冰抗雕纹5级
1526	30111526	11435	豪侠印冰抗雕纹6级
1527	30111527	21375	豪侠印冰抗雕纹7级
1528	30111528	49760	豪侠印冰抗雕纹8级
1529	30111529	122840	豪侠印冰抗雕纹9级
1530	30111530	247790	豪侠印冰抗雕纹10级
1531	30111531	480	豪侠印火抗雕纹1级
1532	30111532	550	豪侠印火抗雕纹2级
1533	30111533	865	豪侠印火抗雕纹3级
1534	30111534	2615	豪侠印火抗雕纹4级
1535	30111535	5660	豪侠印火抗雕纹5级
1536	30111536	11435	豪侠印火抗雕纹6级
1537	30111537	21375	豪侠印火抗雕纹7级
1538	30111538	49760	豪侠印火抗雕纹8级
1539	30111539	122840	豪侠印火抗雕纹9级
1540	30111540	247790	豪侠印火抗雕纹10级
1541	30111541	480	豪侠印玄抗雕纹1级
1542	30111542	550	豪侠印玄抗雕纹2级
1543	30111543	865	豪侠印玄抗雕纹3级
1544	30111544	2615	豪侠印玄抗雕纹4级
1545	30111545	5660	豪侠印玄抗雕纹5级
1546	30111546	11435	豪侠印玄抗雕纹6级
1547	30111547	21375	豪侠印玄抗雕纹7级
1548	30111548	49760	豪侠印玄抗雕纹8级
1549	30111549	122840	豪侠印玄抗雕纹9级
1550	30111550	247790	豪侠印玄抗雕纹10级
1551	30111551	480	豪侠印毒抗雕纹1级
1552	30111552	550	豪侠印毒抗雕纹2级
1553	30111553	865	豪侠印毒抗雕纹3级
1554	30111554	2615	豪侠印毒抗雕纹4级
1555	30111555	5660	豪侠印毒抗雕纹5级
1556	30111556	11435	豪侠印毒抗雕纹6级
1557	30111557	21375	豪侠印毒抗雕纹7级
1558	30111558	49760	豪侠印毒抗雕纹8级
1559	30111559	122840	豪侠印毒抗雕纹9级
1560	30111560	247790	豪侠印毒抗雕纹10级
1561	30111561	880	豪侠印减冰抗雕纹1级
1562	30111562	1090	豪侠印减冰抗雕纹2级
1563	30111563	2035	豪侠印减冰抗雕纹3级
1564	30111564	7285	豪侠印减冰抗雕纹4级
1565	30111565	16420	豪侠印减冰抗雕纹5级
1566	30111566	33745	豪侠印减冰抗雕纹6级
1567	30111567	63565	豪侠印减冰抗雕纹7级
1568	30111568	148720	豪侠印减冰抗雕纹8级
1569	30111569	367960	豪侠印减冰抗雕纹9级
1570	30111570	654610	豪侠印减冰抗雕纹10级
1571	30111571	880	豪侠印减火抗雕纹1级
1572	30111572	1090	豪侠印减火抗雕纹2级
1573	30111573	2035	豪侠印减火抗雕纹3级
1574	30111574	7285	豪侠印减火抗雕纹4级
1575	30111575	16420	豪侠印减火抗雕纹5级
1576	30111576	33745	豪侠印减火抗雕纹6级
1577	30111577	63565	豪侠印减火抗雕纹7级
1578	30111578	148720	豪侠印减火抗雕纹8级
1579	30111579	367960	豪侠印减火抗雕纹9级
1580	30111580	654610	豪侠印减火抗雕纹10级
1581	30111581	880	豪侠印减玄抗雕纹1级
1582	30111582	1090	豪侠印减玄抗雕纹2级
1583	30111583	2035	豪侠印减玄抗雕纹3级
1584	30111584	7285	豪侠印减玄抗雕纹4级
1585	30111585	16420	豪侠印减玄抗雕纹5级
1586	30111586	33745	豪侠印减玄抗雕纹6级
1587	30111587	63565	豪侠印减玄抗雕纹7级
1588	30111588	148720	豪侠印减玄抗雕纹8级
1589	30111589	367960	豪侠印减玄抗雕纹9级
1590	30111590	654610	豪侠印减玄抗雕纹10级
1591	30111591	880	豪侠印减毒抗雕纹1级
1592	30111592	1090	豪侠印减毒抗雕纹2级
1593	30111593	2035	豪侠印减毒抗雕纹3级
1594	30111594	7285	豪侠印减毒抗雕纹4级
1595	30111595	16420	豪侠印减毒抗雕纹5级
1596	30111596	33745	豪侠印减毒抗雕纹6级
1597	30111597	63565	豪侠印减毒抗雕纹7级
1598	30111598	148720	豪侠印减毒抗雕纹8级
1599	30111599	367960	豪侠印减毒抗雕纹9级
1600	30111600	654610	豪侠印减毒抗雕纹10级
1601	30111601	480	镇派秘宝力量雕纹1级
1602	30111602	550	镇派秘宝力量雕纹2级
1603	30111603	865	镇派秘宝力量雕纹3级
1604	30111604	2615	镇派秘宝力量雕纹4级
1605	30111605	5660	镇派秘宝力量雕纹5级
1606	30111606	11435	镇派秘宝力量雕纹6级
1607	30111607	21375	镇派秘宝力量雕纹7级
1608	30111608	49760	镇派秘宝力量雕纹8级
1609	30111609	122840	镇派秘宝力量雕纹9级
1610	30111610	247790	镇派秘宝力量雕纹10级
1611	30111611	480	镇派秘宝灵气雕纹1级
1612	30111612	550	镇派秘宝灵气雕纹2级
1613	30111613	865	镇派秘宝灵气雕纹3级
1614	30111614	2615	镇派秘宝灵气雕纹4级
1615	30111615	5660	镇派秘宝灵气雕纹5级
1616	30111616	11435	镇派秘宝灵气雕纹6级
1617	30111617	21375	镇派秘宝灵气雕纹7级
1618	30111618	49760	镇派秘宝灵气雕纹8级
1619	30111619	122840	镇派秘宝灵气雕纹9级
1620	30111620	247790	镇派秘宝灵气雕纹10级
1621	30111621	480	镇派秘宝体力雕纹1级
1622	30111622	550	镇派秘宝体力雕纹2级
1623	30111623	865	镇派秘宝体力雕纹3级
1624	30111624	2615	镇派秘宝体力雕纹4级
1625	30111625	5660	镇派秘宝体力雕纹5级
1626	30111626	11435	镇派秘宝体力雕纹6级
1627	30111627	21375	镇派秘宝体力雕纹7级
1628	30111628	49760	镇派秘宝体力雕纹8级
1629	30111629	122840	镇派秘宝体力雕纹9级
1630	30111630	247790	镇派秘宝体力雕纹10级
1631	30111631	480	镇派秘宝定力雕纹1级
1632	30111632	550	镇派秘宝定力雕纹2级
1633	30111633	865	镇派秘宝定力雕纹3级
1634	30111634	2615	镇派秘宝定力雕纹4级
1635	30111635	5660	镇派秘宝定力雕纹5级
1636	30111636	11435	镇派秘宝定力雕纹6级
1637	30111637	21375	镇派秘宝定力雕纹7级
1638	30111638	49760	镇派秘宝定力雕纹8级
1639	30111639	122840	镇派秘宝定力雕纹9级
1640	30111640	247790	镇派秘宝定力雕纹10级
1641	30111641	480	镇派秘宝身法雕纹1级
1642	30111642	550	镇派秘宝身法雕纹2级
1643	30111643	865	镇派秘宝身法雕纹3级
1644	30111644	2615	镇派秘宝身法雕纹4级
1645	30111645	5660	镇派秘宝身法雕纹5级
1646	30111646	11435	镇派秘宝身法雕纹6级
1647	30111647	21375	镇派秘宝身法雕纹7级
1648	30111648	49760	镇派秘宝身法雕纹8级
1649	30111649	122840	镇派秘宝身法雕纹9级
1650	30111650	247790	镇派秘宝身法雕纹10级
1651	30111651	480	镇派秘宝冰攻雕纹1级
1652	30111652	550	镇派秘宝冰攻雕纹2级
1653	30111653	865	镇派秘宝冰攻雕纹3级
1654	30111654	2615	镇派秘宝冰攻雕纹4级
1655	30111655	5660	镇派秘宝冰攻雕纹5级
1656	30111656	11435	镇派秘宝冰攻雕纹6级
1657	30111657	21375	镇派秘宝冰攻雕纹7级
1658	30111658	49760	镇派秘宝冰攻雕纹8级
1659	30111659	122840	镇派秘宝冰攻雕纹9级
1660	30111660	247790	镇派秘宝冰攻雕纹10级
1661	30111661	480	镇派秘宝火攻雕纹1级
1662	30111662	550	镇派秘宝火攻雕纹2级
1663	30111663	865	镇派秘宝火攻雕纹3级
1664	30111664	2615	镇派秘宝火攻雕纹4级
1665	30111665	5660	镇派秘宝火攻雕纹5级
1666	30111666	11435	镇派秘宝火攻雕纹6级
1667	30111667	21375	镇派秘宝火攻雕纹7级
1668	30111668	49760	镇派秘宝火攻雕纹8级
1669	30111669	122840	镇派秘宝火攻雕纹9级
1670	30111670	247790	镇派秘宝火攻雕纹10级
1671	30111671	480	镇派秘宝玄攻雕纹1级
1672	30111672	550	镇派秘宝玄攻雕纹2级
1673	30111673	865	镇派秘宝玄攻雕纹3级
1674	30111674	2615	镇派秘宝玄攻雕纹4级
1675	30111675	5660	镇派秘宝玄攻雕纹5级
1676	30111676	11435	镇派秘宝玄攻雕纹6级
1677	30111677	21375	镇派秘宝玄攻雕纹7级
1678	30111678	49760	镇派秘宝玄攻雕纹8级
1679	30111679	122840	镇派秘宝玄攻雕纹9级
1680	30111680	247790	镇派秘宝玄攻雕纹10级
1681	30111681	480	镇派秘宝毒攻雕纹1级
1682	30111682	550	镇派秘宝毒攻雕纹2级
1683	30111683	865	镇派秘宝毒攻雕纹3级
1684	30111684	2615	镇派秘宝毒攻雕纹4级
1685	30111685	5660	镇派秘宝毒攻雕纹5级
1686	30111686	11435	镇派秘宝毒攻雕纹6级
1687	30111687	21375	镇派秘宝毒攻雕纹7级
1688	30111688	49760	镇派秘宝毒攻雕纹8级
1689	30111689	122840	镇派秘宝毒攻雕纹9级
1690	30111690	247790	镇派秘宝毒攻雕纹10级
1691	30111691	480	镇派秘宝冰抗雕纹1级
1692	30111692	550	镇派秘宝冰抗雕纹2级
1693	30111693	865	镇派秘宝冰抗雕纹3级
1694	30111694	2615	镇派秘宝冰抗雕纹4级
1695	30111695	5660	镇派秘宝冰抗雕纹5级
1696	30111696	11435	镇派秘宝冰抗雕纹6级
1697	30111697	21375	镇派秘宝冰抗雕纹7级
1698	30111698	49760	镇派秘宝冰抗雕纹8级
1699	30111699	122840	镇派秘宝冰抗雕纹9级
1700	30111700	247790	镇派秘宝冰抗雕纹10级
1701	30111701	480	镇派秘宝火抗雕纹1级
1702	30111702	550	镇派秘宝火抗雕纹2级
1703	30111703	865	镇派秘宝火抗雕纹3级
1704	30111704	2615	镇派秘宝火抗雕纹4级
1705	30111705	5660	镇派秘宝火抗雕纹5级
1706	30111706	11435	镇派秘宝火抗雕纹6级
1707	30111707	21375	镇派秘宝火抗雕纹7级
1708	30111708	49760	镇派秘宝火抗雕纹8级
1709	30111709	122840	镇派秘宝火抗雕纹9级
1710	30111710	247790	镇派秘宝火抗雕纹10级
1711	30111711	480	镇派秘宝玄抗雕纹1级
1712	30111712	550	镇派秘宝玄抗雕纹2级
1713	30111713	865	镇派秘宝玄抗雕纹3级
1714	30111714	2615	镇派秘宝玄抗雕纹4级
1715	30111715	5660	镇派秘宝玄抗雕纹5级
1716	30111716	11435	镇派秘宝玄抗雕纹6级
1717	30111717	21375	镇派秘宝玄抗雕纹7级
1718	30111718	49760	镇派秘宝玄抗雕纹8级
1719	30111719	122840	镇派秘宝玄抗雕纹9级
1720	30111720	247790	镇派秘宝玄抗雕纹10级
1721	30111721	480	镇派秘宝毒抗雕纹1级
1722	30111722	550	镇派秘宝毒抗雕纹2级
1723	30111723	865	镇派秘宝毒抗雕纹3级
1724	30111724	2615	镇派秘宝毒抗雕纹4级
1725	30111725	5660	镇派秘宝毒抗雕纹5级
1726	30111726	11435	镇派秘宝毒抗雕纹6级
1727	30111727	21375	镇派秘宝毒抗雕纹7级
1728	30111728	49760	镇派秘宝毒抗雕纹8级
1729	30111729	122840	镇派秘宝毒抗雕纹9级
1730	30111730	247790	镇派秘宝毒抗雕纹10级
1731	30111731	880	镇派秘宝减冰抗雕纹1级
1732	30111732	1090	镇派秘宝减冰抗雕纹2级
1733	30111733	2035	镇派秘宝减冰抗雕纹3级
1734	30111734	7285	镇派秘宝减冰抗雕纹4级
1735	30111735	16420	镇派秘宝减冰抗雕纹5级
1736	30111736	33745	镇派秘宝减冰抗雕纹6级
1737	30111737	63565	镇派秘宝减冰抗雕纹7级
1738	30111738	148720	镇派秘宝减冰抗雕纹8级
1739	30111739	367960	镇派秘宝减冰抗雕纹9级
1740	30111740	654610	镇派秘宝减冰抗雕纹10级
1741	30111741	880	镇派秘宝减火抗雕纹1级
1742	30111742	1090	镇派秘宝减火抗雕纹2级
1743	30111743	2035	镇派秘宝减火抗雕纹3级
1744	30111744	7285	镇派秘宝减火抗雕纹4级
1745	30111745	16420	镇派秘宝减火抗雕纹5级
1746	30111746	33745	镇派秘宝减火抗雕纹6级
1747	30111747	63565	镇派秘宝减火抗雕纹7级
1748	30111748	148720	镇派秘宝减火抗雕纹8级
1749	30111749	367960	镇派秘宝减火抗雕纹9级
1750	30111750	654610	镇派秘宝减火抗雕纹10级
1751	30111751	880	镇派秘宝减玄抗雕纹1级
1752	30111752	1090	镇派秘宝减玄抗雕纹2级
1753	30111753	2035	镇派秘宝减玄抗雕纹3级
1754	30111754	7285	镇派秘宝减玄抗雕纹4级
1755	30111755	16420	镇派秘宝减玄抗雕纹5级
1756	30111756	33745	镇派秘宝减玄抗雕纹6级
1757	30111757	63565	镇派秘宝减玄抗雕纹7级
1758	30111758	148720	镇派秘宝减玄抗雕纹8级
1759	30111759	367960	镇派秘宝减玄抗雕纹9级
1760	30111760	654610	镇派秘宝减玄抗雕纹10级
1761	30111761	880	镇派秘宝减毒抗雕纹1级
1762	30111762	1090	镇派秘宝减毒抗雕纹2级
1763	30111763	2035	镇派秘宝减毒抗雕纹3级
1764	30111764	7285	镇派秘宝减毒抗雕纹4级
1765	30111765	16420	镇派秘宝减毒抗雕纹5级
1766	30111766	33745	镇派秘宝减毒抗雕纹6级
1767	30111767	63565	镇派秘宝减毒抗雕纹7级
1768	30111768	148720	镇派秘宝减毒抗雕纹8级
1769	30111769	367960	镇派秘宝减毒抗雕纹9级
1770	30111770	654610	镇派秘宝减毒抗雕纹10级
