INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
947	9	57	1000	400	56	195	195	195	195	195	195	0	0
948	9	58	1000	400	57	195	195	195	195	195	195	0	0
949	9	59	1000	400	58	195	195	195	195	195	195	0	0
950	9	60	1000	400	59	195	195	195	195	195	195	0	0
951	9	61	1000	350	60	195	195	195	195	195	195	0	0
952	9	62	1000	350	61	195	195	195	195	195	195	0	0
953	9	63	1000	350	62	195	195	195	195	195	195	0	0
954	9	64	1000	350	63	195	195	195	195	195	195	0	0
955	9	65	1000	350	64	195	195	195	195	195	195	0	0
956	9	66	1000	350	65	195	195	195	195	195	195	0	0
957	9	67	1000	350	66	195	195	195	195	195	195	0	0
958	9	68	1000	350	67	195	195	195	195	195	195	0	0
959	9	69	1000	350	68	195	195	195	195	195	195	0	0
960	9	70	1000	350	69	195	195	195	195	195	195	0	0
961	9	71	1000	250	70	195	195	195	195	195	195	0	0
962	9	72	1000	250	71	195	195	195	195	195	195	0	0
963	9	73	1000	250	72	195	195	195	195	195	195	0	0
964	9	74	1000	250	73	195	195	195	195	195	195	0	0
965	9	75	1000	250	74	195	195	195	195	195	195	0	0
966	9	76	1000	250	75	195	195	195	195	195	195	0	0
967	9	77	1000	250	76	195	195	195	195	195	195	0	0
968	9	78	1000	250	77	195	195	195	195	195	195	0	0
969	9	79	1000	250	78	195	195	195	195	195	195	0	0
970	9	80	1000	250	79	195	195	195	195	195	195	0	0
971	9	81	1000	250	80	195	195	195	195	195	195	0	0
972	9	82	1000	200	81	195	195	195	195	195	195	0	0
973	9	83	1000	200	82	195	195	195	195	195	195	0	0
974	9	84	1000	200	83	195	195	195	195	195	195	0	0
975	9	85	1000	200	84	195	195	195	195	195	195	0	0
976	9	86	1000	200	85	195	195	195	195	195	195	0	0
977	9	87	1000	200	86	195	195	195	195	195	195	0	0
978	9	88	1000	200	87	195	195	195	195	195	195	0	0
979	9	89	1000	200	88	195	195	195	195	195	195	0	0
980	9	90	1000	100	89	195	195	195	195	195	195	0	0
981	9	91	1000	100	90	195	195	195	195	195	195	0	0
982	9	92	1000	100	91	195	195	195	195	195	195	0	0
983	9	93	1000	100	92	195	195	195	195	195	195	0	0
984	9	94	1000	100	93	195	195	195	195	195	195	0	0
985	9	95	1000	100	94	195	195	195	195	195	195	0	0
986	9	96	1000	100	95	195	195	195	195	195	195	0	0
987	9	97	1000	100	96	195	195	195	195	195	195	0	0
988	9	98	1000	100	97	195	195	195	195	195	195	0	0
989	9	99	1000	100	98	195	195	195	195	195	195	0	0
990	10	1	100	7500	0	10	10	10	10	10	10	2	0
991	10	2	115	6000	1	15	15	15	15	15	15	4	0
992	10	3	132	5000	2	21	21	21	21	21	21	6	0
993	10	4	151	4500	3	30	30	30	30	30	30	10	0
994	10	5	173	3500	4	44	44	44	44	44	44	14	0
995	10	6	199	3000	5	70	70	70	70	70	70	20	0
996	10	7	228	2000	6	93	93	93	93	93	93	26	0
997	10	8	261	1000	7	135	135	135	135	135	135	34	0
998	10	9	300	1000	8	195	195	195	195	195	195	42	0
999	10	10	344	10000	9	195	195	195	195	195	195	50	0
1000	10	11	393	8000	10	195	195	195	195	195	195	58	0
1001	10	12	447	7900	11	195	195	195	195	195	195	66	0
1002	10	13	506	7800	12	195	195	195	195	195	195	74	0
1003	10	14	570	7700	13	195	195	195	195	195	195	82	0
1004	10	15	639	7600	14	195	195	195	195	195	195	90	0
1005	10	16	713	7500	15	195	195	195	195	195	195	98	0
1006	10	17	792	7400	16	195	195	195	195	195	195	106	0
1007	10	18	876	7300	17	195	195	195	195	195	195	114	0
1008	10	19	965	7200	18	195	195	195	195	195	195	122	0
1009	10	20	1000	7000	19	195	195	195	195	195	195	130	0
1010	10	21	1000	5500	20	195	195	195	195	195	195	140	0
1011	10	22	1000	4000	21	195	195	195	195	195	195	150	0
1012	10	23	1000	3000	22	195	195	195	195	195	195	160	0
1013	10	24	1000	2200	23	195	195	195	195	195	195	170	0
1014	10	25	1000	2000	24	195	195	195	195	195	195	180	0
1015	10	26	1000	1700	25	195	195	195	195	195	195	190	0
1016	10	27	1000	1500	26	195	195	195	195	195	195	200	0
1017	10	28	1000	1400	27	195	195	195	195	195	195	210	0
1018	10	29	1000	1300	28	195	195	195	195	195	195	220	0
1019	10	30	1000	1200	29	195	195	195	195	195	195	230	0
1020	10	31	1000	1000	30	195	195	195	195	195	195	242	0
1021	10	32	1000	800	31	195	195	195	195	195	195	254	0
1022	10	33	1000	700	32	195	195	195	195	195	195	266	0
1023	10	34	1000	500	33	195	195	195	195	195	195	278	0
1024	10	35	1000	420	34	195	195	195	195	195	195	290	0
1025	10	36	1000	420	35	195	195	195	195	195	195	302	0
1026	10	37	1000	420	36	195	195	195	195	195	195	314	0
1027	10	38	1000	420	37	195	195	195	195	195	195	326	0
1028	10	39	1000	420	38	195	195	195	195	195	195	338	0
1029	10	40	1000	420	39	195	195	195	195	195	195	350	0
1030	10	41	1000	420	40	195	195	195	195	195	195	365	0
1031	10	42	1000	420	41	195	195	195	195	195	195	380	0
1032	10	43	1000	420	42	195	195	195	195	195	195	395	0
1033	10	44	1000	420	43	195	195	195	195	195	195	410	0
1034	10	45	1000	420	44	195	195	195	195	195	195	425	0
1035	10	46	1000	420	45	195	195	195	195	195	195	440	0
1036	10	47	1000	420	46	195	195	195	195	195	195	455	0
1037	10	48	1000	420	47	195	195	195	195	195	195	470	0
1038	10	49	1000	420	48	195	195	195	195	195	195	485	0
1039	10	50	1000	400	49	195	195	195	195	195	195	500	0
1040	10	51	1000	400	50	195	195	195	195	195	195	518	0
1041	10	52	1000	400	51	195	195	195	195	195	195	536	0
1042	10	53	1000	400	52	195	195	195	195	195	195	554	0
1043	10	54	1000	400	53	195	195	195	195	195	195	572	0
1044	10	55	1000	400	54	195	195	195	195	195	195	590	0
1045	10	56	1000	400	55	195	195	195	195	195	195	608	0
1046	10	57	1000	400	56	195	195	195	195	195	195	626	0
1047	10	58	1000	400	57	195	195	195	195	195	195	644	0
1048	10	59	1000	400	58	195	195	195	195	195	195	662	0
1049	10	60	1000	400	59	195	195	195	195	195	195	680	0
1050	10	61	1000	350	60	195	195	195	195	195	195	700	0
1051	10	62	1000	350	61	195	195	195	195	195	195	720	0
1052	10	63	1000	350	62	195	195	195	195	195	195	740	0
1053	10	64	1000	350	63	195	195	195	195	195	195	760	0
1054	10	65	1000	350	64	195	195	195	195	195	195	780	0
1055	10	66	1000	350	65	195	195	195	195	195	195	800	0
1056	10	67	1000	350	66	195	195	195	195	195	195	820	0
1057	10	68	1000	350	67	195	195	195	195	195	195	840	0
1058	10	69	1000	350	68	195	195	195	195	195	195	860	0
1059	10	70	1000	350	69	195	195	195	195	195	195	880	0
1060	10	71	1000	250	70	195	195	195	195	195	195	902	0
1061	10	72	1000	250	71	195	195	195	195	195	195	924	0
1062	10	73	1000	250	72	195	195	195	195	195	195	946	0
1063	10	74	1000	250	73	195	195	195	195	195	195	968	0
1064	10	75	1000	250	74	195	195	195	195	195	195	990	0
1065	10	76	1000	250	75	195	195	195	195	195	195	1012	0
1066	10	77	1000	250	76	195	195	195	195	195	195	1034	0
1067	10	78	1000	250	77	195	195	195	195	195	195	1056	0
1068	10	79	1000	250	78	195	195	195	195	195	195	1078	0
1069	10	80	1000	250	79	195	195	195	195	195	195	1100	0
1070	10	81	1000	250	80	195	195	195	195	195	195	1125	0
1071	10	82	1000	200	81	195	195	195	195	195	195	1150	0
1072	10	83	1000	200	82	195	195	195	195	195	195	1175	0
1073	10	84	1000	200	83	195	195	195	195	195	195	1200	0
1074	10	85	1000	200	84	195	195	195	195	195	195	1225	0
1075	10	86	1000	200	85	195	195	195	195	195	195	1250	0
1076	10	87	1000	200	86	195	195	195	195	195	195	1275	0
1077	10	88	1000	200	87	195	195	195	195	195	195	1300	0
1078	10	89	1000	200	88	195	195	195	195	195	195	1325	0
1079	10	90	1000	100	89	195	195	195	195	195	195	1350	0
1080	10	91	1000	100	90	195	195	195	195	195	195	1380	0
1081	10	92	1000	100	91	195	195	195	195	195	195	1410	0
1082	10	93	1000	100	92	195	195	195	195	195	195	1440	0
1083	10	94	1000	100	93	195	195	195	195	195	195	1470	0
1084	10	95	1000	100	94	195	195	195	195	195	195	1500	0
1085	10	96	1000	100	95	195	195	195	195	195	195	1530	0
1086	10	97	1000	100	96	195	195	195	195	195	195	1560	0
1087	10	98	1000	100	97	195	195	195	195	195	195	1590	0
1088	10	99	1000	100	98	195	195	195	195	195	195	1620	0
1089	11	1	100	7500	0	20	20	20	20	20	20	0	0
1090	11	2	115	6000	1	30	30	30	30	30	30	0	0
1091	11	3	132	5000	2	42	42	42	42	42	42	0	0
1092	11	4	151	4500	3	60	60	60	60	60	60	0	0
1093	11	5	173	3500	4	88	88	88	88	88	88	0	0
1094	11	6	199	3000	5	140	140	140	140	140	140	0	0
1095	11	7	228	2000	6	186	186	186	186	186	186	0	0
1096	11	8	261	1000	7	270	270	270	270	270	270	0	0
1097	11	9	300	1000	8	390	390	390	390	390	390	0	0
1098	11	10	344	10000	9	390	390	390	390	390	390	0	0
1099	11	11	393	8000	10	390	390	390	390	390	390	0	0
1100	11	12	447	7900	11	390	390	390	390	390	390	0	0
1101	11	13	506	7800	12	390	390	390	390	390	390	0	0
1102	11	14	570	7700	13	390	390	390	390	390	390	0	0
1103	11	15	639	7600	14	390	390	390	390	390	390	0	0
1104	11	16	713	7500	15	390	390	390	390	390	390	0	0
1105	11	17	792	7400	16	390	390	390	390	390	390	0	0
1106	11	18	876	7300	17	390	390	390	390	390	390	0	0
1107	11	19	965	7200	18	390	390	390	390	390	390	0	0
1108	11	20	1000	7000	19	390	390	390	390	390	390	0	0
1109	11	21	1000	5500	20	390	390	390	390	390	390	0	0
1110	11	22	1000	4000	21	390	390	390	390	390	390	0	0
1111	11	23	1000	3000	22	390	390	390	390	390	390	0	0
1112	11	24	1000	2200	23	390	390	390	390	390	390	0	0
1113	11	25	1000	2000	24	390	390	390	390	390	390	0	0
1114	11	26	1000	1700	25	390	390	390	390	390	390	0	0
1115	11	27	1000	1500	26	390	390	390	390	390	390	0	0
1116	11	28	1000	1400	27	390	390	390	390	390	390	0	0
1117	11	29	1000	1300	28	390	390	390	390	390	390	0	0
1118	11	30	1000	1200	29	390	390	390	390	390	390	0	0
1119	11	31	1000	1000	30	390	390	390	390	390	390	0	0
1120	11	32	1000	800	31	390	390	390	390	390	390	0	0
1121	11	33	1000	700	32	390	390	390	390	390	390	0	0
1122	11	34	1000	500	33	390	390	390	390	390	390	0	0
1123	11	35	1000	420	34	390	390	390	390	390	390	0	0
1124	11	36	1000	420	35	390	390	390	390	390	390	0	0
1125	11	37	1000	420	36	390	390	390	390	390	390	0	0
1126	11	38	1000	420	37	390	390	390	390	390	390	0	0
1127	11	39	1000	420	38	390	390	390	390	390	390	0	0
1128	11	40	1000	420	39	390	390	390	390	390	390	0	0
1129	11	41	1000	420	40	390	390	390	390	390	390	0	0
1130	11	42	1000	420	41	390	390	390	390	390	390	0	0
1131	11	43	1000	420	42	390	390	390	390	390	390	0	0
1132	11	44	1000	420	43	390	390	390	390	390	390	0	0
1133	11	45	1000	420	44	390	390	390	390	390	390	0	0
1134	11	46	1000	420	45	390	390	390	390	390	390	0	0
1135	11	47	1000	420	46	390	390	390	390	390	390	0	0
1136	11	48	1000	420	47	390	390	390	390	390	390	0	0
1137	11	49	1000	420	48	390	390	390	390	390	390	0	0
1138	11	50	1000	400	49	390	390	390	390	390	390	0	0
1139	11	51	1000	400	50	390	390	390	390	390	390	0	0
1140	11	52	1000	400	51	390	390	390	390	390	390	0	0
1141	11	53	1000	400	52	390	390	390	390	390	390	0	0
1142	11	54	1000	400	53	390	390	390	390	390	390	0	0
1143	11	55	1000	400	54	390	390	390	390	390	390	0	0
1144	11	56	1000	400	55	390	390	390	390	390	390	0	0
1145	11	57	1000	400	56	390	390	390	390	390	390	0	0
1146	11	58	1000	400	57	390	390	390	390	390	390	0	0
1147	11	59	1000	400	58	390	390	390	390	390	390	0	0
1148	11	60	1000	400	59	390	390	390	390	390	390	0	0
1149	11	61	1000	350	60	390	390	390	390	390	390	0	0
1150	11	62	1000	350	61	390	390	390	390	390	390	0	0
1151	11	63	1000	350	62	390	390	390	390	390	390	0	0
1152	11	64	1000	350	63	390	390	390	390	390	390	0	0
1153	11	65	1000	350	64	390	390	390	390	390	390	0	0
1154	11	66	1000	350	65	390	390	390	390	390	390	0	0
1155	11	67	1000	350	66	390	390	390	390	390	390	0	0
1156	11	68	1000	350	67	390	390	390	390	390	390	0	0
1157	11	69	1000	350	68	390	390	390	390	390	390	0	0
1158	11	70	1000	350	69	390	390	390	390	390	390	0	0
1159	11	71	1000	250	70	390	390	390	390	390	390	0	0
1160	11	72	1000	250	71	390	390	390	390	390	390	0	0
1161	11	73	1000	250	72	390	390	390	390	390	390	0	0
1162	11	74	1000	250	73	390	390	390	390	390	390	0	0
1163	11	75	1000	250	74	390	390	390	390	390	390	0	0
1164	11	76	1000	250	75	390	390	390	390	390	390	0	0
1165	11	77	1000	250	76	390	390	390	390	390	390	0	0
1166	11	78	1000	250	77	390	390	390	390	390	390	0	0
1167	11	79	1000	250	78	390	390	390	390	390	390	0	0
1168	11	80	1000	250	79	390	390	390	390	390	390	0	0
1169	11	81	1000	250	80	390	390	390	390	390	390	0	0
1170	11	82	1000	200	81	390	390	390	390	390	390	0	0
1171	11	83	1000	200	82	390	390	390	390	390	390	0	0
1172	11	84	1000	200	83	390	390	390	390	390	390	0	0
1173	11	85	1000	200	84	390	390	390	390	390	390	0	0
1174	11	86	1000	200	85	390	390	390	390	390	390	0	0
1175	11	87	1000	200	86	390	390	390	390	390	390	0	0
1176	11	88	1000	200	87	390	390	390	390	390	390	0	0
1177	11	89	1000	200	88	390	390	390	390	390	390	0	0
1178	11	90	1000	100	89	390	390	390	390	390	390	0	0
1179	11	91	1000	100	90	390	390	390	390	390	390	0	0
1180	11	92	1000	100	91	390	390	390	390	390	390	0	0
1181	11	93	1000	100	92	390	390	390	390	390	390	0	0
1182	11	94	1000	100	93	390	390	390	390	390	390	0	0
1183	11	95	1000	100	94	390	390	390	390	390	390	0	0
1184	11	96	1000	100	95	390	390	390	390	390	390	0	0
1185	11	97	1000	100	96	390	390	390	390	390	390	0	0
1186	11	98	1000	100	97	390	390	390	390	390	390	0	0
1187	11	99	1000	100	98	390	390	390	390	390	390	0	0
1188	12	1	100	7500	0	20	20	20	20	20	20	2	0
1189	12	2	115	6000	1	30	30	30	30	30	30	4	0
1190	12	3	132	5000	2	42	42	42	42	42	42	6	0
1191	12	4	151	4500	3	60	60	60	60	60	60	10	0
1192	12	5	173	3500	4	88	88	88	88	88	88	14	0
1193	12	6	199	3000	5	140	140	140	140	140	140	20	0
1194	12	7	228	2000	6	186	186	186	186	186	186	26	0
1195	12	8	261	1000	7	270	270	270	270	270	270	34	0
1196	12	9	300	1000	8	390	390	390	390	390	390	42	0
1197	12	10	344	10000	9	390	390	390	390	390	390	50	0
1198	12	11	393	8000	10	390	390	390	390	390	390	58	0
1199	12	12	447	7900	11	390	390	390	390	390	390	66	0
1200	12	13	506	7800	12	390	390	390	390	390	390	74	0
1201	12	14	570	7700	13	390	390	390	390	390	390	82	0
1202	12	15	639	7600	14	390	390	390	390	390	390	90	0
1203	12	16	713	7500	15	390	390	390	390	390	390	98	0
1204	12	17	792	7400	16	390	390	390	390	390	390	106	0
1205	12	18	876	7300	17	390	390	390	390	390	390	114	0
1206	12	19	965	7200	18	390	390	390	390	390	390	122	0
1207	12	20	1000	7000	19	390	390	390	390	390	390	130	0
1208	12	21	1000	5500	20	390	390	390	390	390	390	140	0
1209	12	22	1000	4000	21	390	390	390	390	390	390	150	0
1210	12	23	1000	3000	22	390	390	390	390	390	390	160	0
1211	12	24	1000	2200	23	390	390	390	390	390	390	170	0
1212	12	25	1000	2000	24	390	390	390	390	390	390	180	0
1213	12	26	1000	1700	25	390	390	390	390	390	390	190	0
1214	12	27	1000	1500	26	390	390	390	390	390	390	200	0
1215	12	28	1000	1400	27	390	390	390	390	390	390	210	0
1216	12	29	1000	1300	28	390	390	390	390	390	390	220	0
1217	12	30	1000	1200	29	390	390	390	390	390	390	230	0
1218	12	31	1000	1000	30	390	390	390	390	390	390	242	0
1219	12	32	1000	800	31	390	390	390	390	390	390	254	0
1220	12	33	1000	700	32	390	390	390	390	390	390	266	0
1221	12	34	1000	500	33	390	390	390	390	390	390	278	0
1222	12	35	1000	420	34	390	390	390	390	390	390	290	0
1223	12	36	1000	420	35	390	390	390	390	390	390	302	0
1224	12	37	1000	420	36	390	390	390	390	390	390	314	0
1225	12	38	1000	420	37	390	390	390	390	390	390	326	0
1226	12	39	1000	420	38	390	390	390	390	390	390	338	0
1227	12	40	1000	420	39	390	390	390	390	390	390	350	0
1228	12	41	1000	420	40	390	390	390	390	390	390	365	0
1229	12	42	1000	420	41	390	390	390	390	390	390	380	0
1230	12	43	1000	420	42	390	390	390	390	390	390	395	0
1231	12	44	1000	420	43	390	390	390	390	390	390	410	0
1232	12	45	1000	420	44	390	390	390	390	390	390	425	0
1233	12	46	1000	420	45	390	390	390	390	390	390	440	0
1234	12	47	1000	420	46	390	390	390	390	390	390	455	0
1235	12	48	1000	420	47	390	390	390	390	390	390	470	0
1236	12	49	1000	420	48	390	390	390	390	390	390	485	0
1237	12	50	1000	400	49	390	390	390	390	390	390	500	0
1238	12	51	1000	400	50	390	390	390	390	390	390	518	0
1239	12	52	1000	400	51	390	390	390	390	390	390	536	0
1240	12	53	1000	400	52	390	390	390	390	390	390	554	0
1241	12	54	1000	400	53	390	390	390	390	390	390	572	0
1242	12	55	1000	400	54	390	390	390	390	390	390	590	0
1243	12	56	1000	400	55	390	390	390	390	390	390	608	0
1244	12	57	1000	400	56	390	390	390	390	390	390	626	0
1245	12	58	1000	400	57	390	390	390	390	390	390	644	0
1246	12	59	1000	400	58	390	390	390	390	390	390	662	0
1247	12	60	1000	400	59	390	390	390	390	390	390	680	0
1248	12	61	1000	350	60	390	390	390	390	390	390	700	0
1249	12	62	1000	350	61	390	390	390	390	390	390	720	0
1250	12	63	1000	350	62	390	390	390	390	390	390	740	0
1251	12	64	1000	350	63	390	390	390	390	390	390	760	0
1252	12	65	1000	350	64	390	390	390	390	390	390	780	0
1253	12	66	1000	350	65	390	390	390	390	390	390	800	0
1254	12	67	1000	350	66	390	390	390	390	390	390	820	0
1255	12	68	1000	350	67	390	390	390	390	390	390	840	0
1256	12	69	1000	350	68	390	390	390	390	390	390	860	0
1257	12	70	1000	350	69	390	390	390	390	390	390	880	0
1258	12	71	1000	250	70	390	390	390	390	390	390	902	0
1259	12	72	1000	250	71	390	390	390	390	390	390	924	0
1260	12	73	1000	250	72	390	390	390	390	390	390	946	0
1261	12	74	1000	250	73	390	390	390	390	390	390	968	0
1262	12	75	1000	250	74	390	390	390	390	390	390	990	0
1263	12	76	1000	250	75	390	390	390	390	390	390	1012	0
1264	12	77	1000	250	76	390	390	390	390	390	390	1034	0
1265	12	78	1000	250	77	390	390	390	390	390	390	1056	0
1266	12	79	1000	250	78	390	390	390	390	390	390	1078	0
1267	12	80	1000	250	79	390	390	390	390	390	390	1100	0
1268	12	81	1000	250	80	390	390	390	390	390	390	1125	0
1269	12	82	1000	200	81	390	390	390	390	390	390	1150	0
1270	12	83	1000	200	82	390	390	390	390	390	390	1175	0
1271	12	84	1000	200	83	390	390	390	390	390	390	1200	0
1272	12	85	1000	200	84	390	390	390	390	390	390	1225	0
1273	12	86	1000	200	85	390	390	390	390	390	390	1250	0
1274	12	87	1000	200	86	390	390	390	390	390	390	1275	0
1275	12	88	1000	200	87	390	390	390	390	390	390	1300	0
1276	12	89	1000	200	88	390	390	390	390	390	390	1325	0
1277	12	90	1000	100	89	390	390	390	390	390	390	1350	0
1278	12	91	1000	100	90	390	390	390	390	390	390	1380	0
1279	12	92	1000	100	91	390	390	390	390	390	390	1410	0
1280	12	93	1000	100	92	390	390	390	390	390	390	1440	0
1281	12	94	1000	100	93	390	390	390	390	390	390	1470	0
1282	12	95	1000	100	94	390	390	390	390	390	390	1500	0
1283	12	96	1000	100	95	390	390	390	390	390	390	1530	0
1284	12	97	1000	100	96	390	390	390	390	390	390	1560	0
1285	12	98	1000	100	97	390	390	390	390	390	390	1590	0
1286	12	99	1000	100	98	390	390	390	390	390	390	1620	0
1287	13	1	100	7500	0	20	20	20	20	20	20	0	0
1288	13	2	115	6000	1	30	30	30	30	30	30	0	0
1289	13	3	132	5000	2	42	42	42	42	42	42	0	0
1290	13	4	151	4500	3	60	60	60	60	60	60	0	0
1291	13	5	173	3500	4	88	88	88	88	88	88	0	0
1292	13	6	199	3000	5	140	140	140	140	140	140	0	0
1293	13	7	228	2000	6	186	186	186	186	186	186	0	0
1294	13	8	261	1000	7	270	270	270	270	270	270	0	0
1295	13	9	300	1000	8	390	390	390	390	390	390	0	0
1296	13	10	344	10000	9	390	390	390	390	390	390	0	0
1297	13	11	393	8000	10	390	390	390	390	390	390	0	0
1298	13	12	447	7900	11	390	390	390	390	390	390	0	0
1299	13	13	506	7800	12	390	390	390	390	390	390	0	0
1300	13	14	570	7700	13	390	390	390	390	390	390	0	0
1301	13	15	639	7600	14	390	390	390	390	390	390	0	0
1302	13	16	713	7500	15	390	390	390	390	390	390	0	0
1303	13	17	792	7400	16	390	390	390	390	390	390	0	0
1304	13	18	876	7300	17	390	390	390	390	390	390	0	0
1305	13	19	965	7200	18	390	390	390	390	390	390	0	0
1306	13	20	1000	7000	19	390	390	390	390	390	390	0	0
1307	13	21	1000	5500	20	390	390	390	390	390	390	0	0
1308	13	22	1000	4000	21	390	390	390	390	390	390	0	0
1309	13	23	1000	3000	22	390	390	390	390	390	390	0	0
1310	13	24	1000	2200	23	390	390	390	390	390	390	0	0
1311	13	25	1000	2000	24	390	390	390	390	390	390	0	0
1312	13	26	1000	1700	25	390	390	390	390	390	390	0	0
1313	13	27	1000	1500	26	390	390	390	390	390	390	0	0
1314	13	28	1000	1400	27	390	390	390	390	390	390	0	0
1315	13	29	1000	1300	28	390	390	390	390	390	390	0	0
1316	13	30	1000	1200	29	390	390	390	390	390	390	0	0
1317	13	31	1000	1000	30	390	390	390	390	390	390	0	0
1318	13	32	1000	800	31	390	390	390	390	390	390	0	0
1319	13	33	1000	700	32	390	390	390	390	390	390	0	0
1320	13	34	1000	500	33	390	390	390	390	390	390	0	0
1321	13	35	1000	420	34	390	390	390	390	390	390	0	0
1322	13	36	1000	420	35	390	390	390	390	390	390	0	0
1323	13	37	1000	420	36	390	390	390	390	390	390	0	0
1324	13	38	1000	420	37	390	390	390	390	390	390	0	0
1325	13	39	1000	420	38	390	390	390	390	390	390	0	0
1326	13	40	1000	420	39	390	390	390	390	390	390	0	0
1327	13	41	1000	420	40	390	390	390	390	390	390	0	0
1328	13	42	1000	420	41	390	390	390	390	390	390	0	0
1329	13	43	1000	420	42	390	390	390	390	390	390	0	0
1330	13	44	1000	420	43	390	390	390	390	390	390	0	0
1331	13	45	1000	420	44	390	390	390	390	390	390	0	0
1332	13	46	1000	420	45	390	390	390	390	390	390	0	0
1333	13	47	1000	420	46	390	390	390	390	390	390	0	0
1334	13	48	1000	420	47	390	390	390	390	390	390	0	0
1335	13	49	1000	420	48	390	390	390	390	390	390	0	0
1336	13	50	1000	400	49	390	390	390	390	390	390	0	0
1337	13	51	1000	400	50	390	390	390	390	390	390	0	0
1338	13	52	1000	400	51	390	390	390	390	390	390	0	0
1339	13	53	1000	400	52	390	390	390	390	390	390	0	0
1340	13	54	1000	400	53	390	390	390	390	390	390	0	0
1341	13	55	1000	400	54	390	390	390	390	390	390	0	0
1342	13	56	1000	400	55	390	390	390	390	390	390	0	0
1343	13	57	1000	400	56	390	390	390	390	390	390	0	0
1344	13	58	1000	400	57	390	390	390	390	390	390	0	0
1345	13	59	1000	400	58	390	390	390	390	390	390	0	0
1346	13	60	1000	400	59	390	390	390	390	390	390	0	0
1347	13	61	1000	350	60	390	390	390	390	390	390	0	0
1348	13	62	1000	350	61	390	390	390	390	390	390	0	0
1349	13	63	1000	350	62	390	390	390	390	390	390	0	0
1350	13	64	1000	350	63	390	390	390	390	390	390	0	0
1351	13	65	1000	350	64	390	390	390	390	390	390	0	0
1352	13	66	1000	350	65	390	390	390	390	390	390	0	0
1353	13	67	1000	350	66	390	390	390	390	390	390	0	0
1354	13	68	1000	350	67	390	390	390	390	390	390	0	0
1355	13	69	1000	350	68	390	390	390	390	390	390	0	0
1356	13	70	1000	350	69	390	390	390	390	390	390	0	0
1357	13	71	1000	250	70	390	390	390	390	390	390	0	0
1358	13	72	1000	250	71	390	390	390	390	390	390	0	0
1359	13	73	1000	250	72	390	390	390	390	390	390	0	0
1360	13	74	1000	250	73	390	390	390	390	390	390	0	0
1361	13	75	1000	250	74	390	390	390	390	390	390	0	0
1362	13	76	1000	250	75	390	390	390	390	390	390	0	0
1363	13	77	1000	250	76	390	390	390	390	390	390	0	0
1364	13	78	1000	250	77	390	390	390	390	390	390	0	0
1365	13	79	1000	250	78	390	390	390	390	390	390	0	0
1366	13	80	1000	250	79	390	390	390	390	390	390	0	0
1367	13	81	1000	250	80	390	390	390	390	390	390	0	0
1368	13	82	1000	200	81	390	390	390	390	390	390	0	0
1369	13	83	1000	200	82	390	390	390	390	390	390	0	0
1370	13	84	1000	200	83	390	390	390	390	390	390	0	0
1371	13	85	1000	200	84	390	390	390	390	390	390	0	0
1372	13	86	1000	200	85	390	390	390	390	390	390	0	0
1373	13	87	1000	200	86	390	390	390	390	390	390	0	0
1374	13	88	1000	200	87	390	390	390	390	390	390	0	0
1375	13	89	1000	200	88	390	390	390	390	390	390	0	0
1376	13	90	1000	100	89	390	390	390	390	390	390	0	0
1377	13	91	1000	100	90	390	390	390	390	390	390	0	0
1378	13	92	1000	100	91	390	390	390	390	390	390	0	0
1379	13	93	1000	100	92	390	390	390	390	390	390	0	0
1380	13	94	1000	100	93	390	390	390	390	390	390	0	0
1381	13	95	1000	100	94	390	390	390	390	390	390	0	0
1382	13	96	1000	100	95	390	390	390	390	390	390	0	0
1383	13	97	1000	100	96	390	390	390	390	390	390	0	0
1384	13	98	1000	100	97	390	390	390	390	390	390	0	0
1385	13	99	1000	100	98	390	390	390	390	390	390	0	0
1386	14	1	100	7500	0	20	20	20	20	20	20	2	0
1387	14	2	115	6000	1	30	30	30	30	30	30	4	0
1388	14	3	132	5000	2	42	42	42	42	42	42	6	0
1389	14	4	151	4500	3	60	60	60	60	60	60	10	0
1390	14	5	173	3500	4	88	88	88	88	88	88	14	0
1391	14	6	199	3000	5	140	140	140	140	140	140	20	0
1392	14	7	228	2000	6	186	186	186	186	186	186	26	0
1393	14	8	261	1000	7	270	270	270	270	270	270	34	0
1394	14	9	300	1000	8	390	390	390	390	390	390	42	0
1395	14	10	344	10000	9	390	390	390	390	390	390	50	0
1396	14	11	393	8000	10	390	390	390	390	390	390	58	0
1397	14	12	447	7900	11	390	390	390	390	390	390	66	0
1398	14	13	506	7800	12	390	390	390	390	390	390	74	0
1399	14	14	570	7700	13	390	390	390	390	390	390	82	0
1400	14	15	639	7600	14	390	390	390	390	390	390	90	0
1401	14	16	713	7500	15	390	390	390	390	390	390	98	0
1402	14	17	792	7400	16	390	390	390	390	390	390	106	0
1403	14	18	876	7300	17	390	390	390	390	390	390	114	0
1404	14	19	965	7200	18	390	390	390	390	390	390	122	0
1405	14	20	1000	7000	19	390	390	390	390	390	390	130	0
1406	14	21	1000	5500	20	390	390	390	390	390	390	140	0
1407	14	22	1000	4000	21	390	390	390	390	390	390	150	0
1408	14	23	1000	3000	22	390	390	390	390	390	390	160	0
1409	14	24	1000	2200	23	390	390	390	390	390	390	170	0
