INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
38457007	4	57	7	2600	103115	100815	ZhenYuanZH_3_2	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G2600#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38457008	4	57	8	2972	173575	203930	ZhenYuanZH_3_2	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G2972#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38457009	4	57	9	3343	0	377505	ZhenYuanZH_3_2	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G3343#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458001	4	58	1	128	50	300	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G128#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458002	4	58	2	255	775	350	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G255#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458003	4	58	3	383	3785	1125	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G383#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458004	4	58	4	510	11625	4910	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G510#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458005	4	58	5	638	27760	16535	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G638#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458006	4	58	6	765	56520	44295	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G765#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458007	4	58	7	893	103115	100815	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G893#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458008	4	58	8	1020	173575	203930	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G1020#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38458009	4	58	9	1147	0	377505	ZhenYuanZH_3_7	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G1147#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459001	4	59	1	128	50	300	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G128#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459002	4	59	2	255	775	350	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G255#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459003	4	59	3	383	3785	1125	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G383#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459004	4	59	4	510	11625	4910	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G510#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459005	4	59	5	638	27760	16535	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G638#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459006	4	59	6	765	56520	44295	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G765#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459007	4	59	7	893	103115	100815	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G893#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459008	4	59	8	1020	173575	203930	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G1020#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38459009	4	59	9	1147	0	377505	ZhenYuanZH_3_12	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G1147#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460001	4	60	1	127	50	300	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G127#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460002	4	60	2	254	775	350	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G254#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460003	4	60	3	381	3785	1125	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G381#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460004	4	60	4	508	11625	4910	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G508#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460005	4	60	5	635	27760	16535	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G635#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460006	4	60	6	762	56520	44295	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G762#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460007	4	60	7	888	103115	100815	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G888#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460008	4	60	8	1015	173575	203930	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G1015#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38460009	4	60	9	1142	0	377505	ZhenYuanZH_4_1	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G1142#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461001	4	61	1	127	50	300	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G127#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461002	4	61	2	254	775	350	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G254#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461003	4	61	3	381	3785	1125	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G381#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461004	4	61	4	508	11625	4910	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G508#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461005	4	61	5	635	27760	16535	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G635#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461006	4	61	6	762	56520	44295	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G762#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461007	4	61	7	888	103115	100815	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G888#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461008	4	61	8	1015	173575	203930	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G1015#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38461009	4	61	9	1142	0	377505	ZhenYuanZH_4_6	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G1142#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462001	4	62	1	71	50	300	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G71#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462002	4	62	2	142	775	350	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G142#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462003	4	62	3	213	3785	1125	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G213#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462004	4	62	4	284	11625	4910	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G284#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462005	4	62	5	354	27760	16535	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G354#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462006	4	62	6	425	56520	44295	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G425#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462007	4	62	7	496	103115	100815	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G496#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462008	4	62	8	567	173575	203930	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G567#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38462009	4	62	9	638	0	377505	ZhenYuanZH_4_11	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G638#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463001	4	63	1	24	50	300	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G24#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463002	4	63	2	48	775	350	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G48#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463003	4	63	3	71	3785	1125	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G71#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463004	4	63	4	95	11625	4910	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G95#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463005	4	63	5	118	27760	16535	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G118#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463006	4	63	6	142	56520	44295	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G142#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463007	4	63	7	165	103115	100815	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G165#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463008	4	63	8	189	173575	203930	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G189#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38463009	4	63	9	212	0	377505	ZhenYuanZH_4_16	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G212#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464001	4	64	1	1	50	300	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G1#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464002	4	64	2	2	775	350	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G2#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464003	4	64	3	2	3785	1125	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G2#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464004	4	64	4	3	11625	4910	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G3#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464005	4	64	5	3	27760	16535	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G3#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464006	4	64	6	4	56520	44295	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G4#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464007	4	64	7	5	103115	100815	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G5#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464008	4	64	8	5	173575	203930	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G5#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38464009	4	64	9	6	0	377505	ZhenYuanZH_5_5	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G6#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465001	4	65	1	1	50	300	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G1#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465002	4	65	2	2	775	350	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G2#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465003	4	65	3	2	3785	1125	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G2#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465004	4	65	4	3	11625	4910	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G3#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465005	4	65	5	3	27760	16535	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G3#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465006	4	65	6	4	56520	44295	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G4#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465007	4	65	7	5	103115	100815	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G5#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465008	4	65	8	5	173575	203930	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G5#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38465009	4	65	9	6	0	377505	ZhenYuanZH_5_10	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G6#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
